644,34.182,0.58664
92,21.818,0.59323
365,42.909,0.59587
197,26.545,0.60698
539,29.091,0.56857
601,31.273,0.58647
657,44.727,0.64629
134,21.455,0.5615
448,10.182,0.55572
71,48.727,0.61743
281,14.545,0.57512
467,16.364,0.53706
616,65.818,0.58821
407,23.636,0.55822
218,41.091,0.5829
586,16.727,0.60193
428,21.818,0.5603
522,33.091,0.51545
571,16,0.55488
113,9.4545,0.52871
302,56,0.57439
176,42.545,0.52047
630,28.364,0.58526
323,46.182,0.57147
344,75.273,0.63203
260,29.818,0.55184
486,23.273,0.56032
155,47.636,0.63721
555,28.364,0.5306
239,63.636,0.56731
386,13.818,0.55731
504,22.909,0.56087
365,42.545,0.59689
92,23.636,0.6012
657,45.818,0.65188
467,18.182,0.55484
71,47.636,0.63188
601,32.364,0.61769
197,26.909,0.63869
448,12,0.56161
539,30.182,0.60701
218,42.182,0.58711
644,34.545,0.59407
407,24,0.56133
586,17.818,0.64461
428,22.909,0.64431
134,51.273,0.57539
281,15.636,0.58674
344,73.455,0.63514
616,66.182,0.59747
571,17.818,0.5563
630,29.455,0.6378
260,29.455,0.55656
486,23.636,0.56199
302,54.909,0.59826
522,32.727,0.5495
555,29.455,0.58245
323,47.273,0.63515
176,41.455,0.54934
155,48,0.64061
113,11.273,0.5532
239,63.273,0.56897
386,15.636,0.5624
504,24,0.5622
467,18.545,0.55643
657,45.455,0.6519
92,25.455,0.65382
644,34.182,0.60179
601,34.182,0.64078
71,48.727,0.64609
448,13.091,0.56532
344,72.364,0.6385
539,30.545,0.62152
134,50.909,0.6373
218,42.545,0.58832
428,24.727,0.66378
197,28,0.64112
365,42.182,0.62689
281,17.455,0.589
586,18.909,0.64728
616,65.818,0.61037
407,38.545,0.58854
260,29.091,0.55675
486,25.455,0.56496
571,18.909,0.55674
630,29.818,0.63983
302,54.545,0.60018
522,33.818,0.56996
113,13.091,0.55796
555,29.818,0.629
155,48.364,0.64766
176,41.091,0.57401
323,46.909,0.64904
239,62.909,0.57064
386,16.727,0.56892
504,24.364,0.5648
92,27.273,0.65473
344,71.273,0.63903
467,19.636,0.58214
601,35.273,0.64685
448,14.909,0.56898
539,32.364,0.63098
71,49.091,0.64829
657,45.091,0.65339
644,35.273,0.65647
218,37.818,0.60857
134,52,0.6403
428,25.818,0.66384
281,18.545,0.64085
365,42.545,0.65058
197,29.091,0.64145
486,25.818,0.56696
586,20,0.65144
571,20.727,0.55749
407,38.909,0.59085
555,30.182,0.63272
616,64.727,0.61363
630,30.909,0.64369
155,48.727,0.64891
302,55.636,0.60331
522,33.455,0.57092
113,14.909,0.56084
239,61.818,0.57154
260,30.909,0.55778
176,40.727,0.57534
323,46.545,0.65288
386,18.545,0.65075
92,27.636,0.65647
504,24.727,0.56638
344,70.909,0.63999
71,49.455,0.64924
467,20.727,0.59225
601,34.182,0.65264
539,33.455,0.63906
218,38.909,0.61857
644,36.364,0.66244
134,50.909,0.64171
657,45.455,0.65735
281,20.364,0.64605
428,27.636,0.66545
197,29.455,0.64219
571,20.727,0.55749
486,26.182,0.57095
365,43.636,0.65448
155,49.091,0.64916
586,21.818,0.65173
630,32.727,0.64387
113,16.727,0.56161
522,34.545,0.57709
407,39.273,0.60276
448,16.727,0.57839
616,62.909,0.62386
555,30.545,0.63763
176,42.545,0.58182
323,47.636,0.65297
92,28.727,0.66357
386,19.636,0.65229
504,26.545,0.56722
239,62.182,0.57392
260,32,0.57303
302,54.545,0.62806
71,48.364,0.65058
344,70.545,0.64095
644,36,0.66414
467,21.091,0.59555
601,34.545,0.65788
281,21.455,0.65394
428,28.727,0.66715
571,21.091,0.55798
134,51.273,0.6499
218,39.273,0.62177
155,49.091,0.64916
